Alleles Observed-SFS Expected
0 0.991952 0.991952
1 0.002779 0.002605
2 0.001125 0.001232
3 0.000763 0.000741
4 0.000384 0.000503
5 0.000427 0.000367
6 0.000261 0.000280
7 0.000208 0.000221
8 0.000165 0.000180
9 0.000139 0.000149
10 0.000139 0.000126
11 0.000107 0.000109
12 0.000075 0.000095
13 0.000101 0.000084
14 0.000096 0.000075
15 0.000117 0.000068
16 0.000059 0.000062
17 0.000043 0.000058
18 0.000085 0.000054
19 0.000048 0.000050
20 0.000064 0.000047
21 0.000053 0.000045
22 0.000059 0.000043
23 0.000027 0.000041
24 0.000016 0.000039
25 0.000021 0.000038
26 0.000043 0.000037
27 0.000043 0.000036
28 0.000032 0.000035
29 0.000048 0.000034
30 0.000032 0.000033
31 0.000011 0.000032
32 0.000032 0.000032
33 0.000037 0.000031
34 0.000027 0.000031
35 0.000011 0.000030
36 0.000005 0.000030
37 0.000043 0.000029
38 0.000043 0.000029
39 0.000032 0.000029
40 0.000021 0.000028
41 0.000027 0.000028
42 0.000021 0.000028
43 0.000037 0.000028
44 0.000043 0.000028
45 0.000021 0.000027
46 0.000016 0.000027
47 0.000011 0.000027
48 0.000032 0.000027
49 0.000021 0.000027
50 0.000000 0.000014
