Alleles Observed-SFS Expected
0 0.994212 0.994252
1 0.002505 0.002370
2 0.000892 0.000984
3 0.000528 0.000533
4 0.000334 0.000334
5 0.000219 0.000227
6 0.000140 0.000164
7 0.000130 0.000124
8 0.000080 0.000097
9 0.000082 0.000078
10 0.000085 0.000064
11 0.000048 0.000054
12 0.000050 0.000047
13 0.000037 0.000041
14 0.000036 0.000036
15 0.000044 0.000033
16 0.000032 0.000030
17 0.000036 0.000028
18 0.000043 0.000026
19 0.000020 0.000024
20 0.000023 0.000023
21 0.000032 0.000021
22 0.000027 0.000020
23 0.000021 0.000019
24 0.000018 0.000019
25 0.000020 0.000018
26 0.000020 0.000017
27 0.000012 0.000017
28 0.000020 0.000016
29 0.000005 0.000016
30 0.000020 0.000015
31 0.000016 0.000015
32 0.000011 0.000015
33 0.000014 0.000014
34 0.000016 0.000014
35 0.000016 0.000014
36 0.000007 0.000014
37 0.000005 0.000013
38 0.000004 0.000013
39 0.000007 0.000013
40 0.000016 0.000013
41 0.000007 0.000013
42 0.000007 0.000013
43 0.000021 0.000012
44 0.000014 0.000012
45 0.000020 0.000012
46 0.000005 0.000012
47 0.000016 0.000012
48 0.000012 0.000012
49 0.000007 0.000012
50 0.000009 0.000006
