Alleles Observed-SFS Expected
0 0.986107 0.986107
1 0.005040 0.004658
2 0.001989 0.002184
3 0.001163 0.001312
4 0.000853 0.000890
5 0.000581 0.000647
6 0.000437 0.000492
7 0.000421 0.000387
8 0.000352 0.000312
9 0.000229 0.000257
10 0.000219 0.000216
11 0.000203 0.000184
12 0.000187 0.000159
13 0.000155 0.000139
14 0.000123 0.000124
15 0.000139 0.000111
16 0.000080 0.000100
17 0.000107 0.000092
18 0.000112 0.000084
19 0.000064 0.000078
20 0.000064 0.000073
21 0.000075 0.000069
22 0.000085 0.000065
23 0.000064 0.000062
24 0.000080 0.000059
25 0.000059 0.000057
26 0.000096 0.000055
27 0.000064 0.000053
28 0.000059 0.000051
29 0.000064 0.000050
30 0.000064 0.000049
31 0.000043 0.000048
32 0.000053 0.000047
33 0.000027 0.000046
34 0.000043 0.000045
35 0.000027 0.000044
36 0.000053 0.000044
37 0.000043 0.000043
38 0.000021 0.000042
39 0.000043 0.000042
40 0.000021 0.000042
41 0.000027 0.000041
42 0.000027 0.000041
43 0.000027 0.000041
44 0.000053 0.000040
45 0.000027 0.000040
46 0.000027 0.000040
47 0.000011 0.000040
48 0.000032 0.000040
49 0.000048 0.000040
50 0.000016 0.000020
