Alleles Observed-SFS Expected
0 0.989516 0.989533
1 0.003687 0.003575
2 0.001509 0.001630
3 0.000848 0.000884
4 0.000617 0.000571
5 0.000407 0.000411
6 0.000334 0.000317
7 0.000240 0.000256
8 0.000219 0.000214
9 0.000171 0.000183
10 0.000185 0.000160
11 0.000155 0.000141
12 0.000142 0.000127
13 0.000116 0.000115
14 0.000107 0.000105
15 0.000103 0.000096
16 0.000089 0.000089
17 0.000060 0.000083
18 0.000071 0.000078
19 0.000073 0.000073
20 0.000064 0.000069
21 0.000069 0.000065
22 0.000075 0.000062
23 0.000071 0.000059
24 0.000052 0.000057
25 0.000060 0.000054
26 0.000034 0.000052
27 0.000043 0.000051
28 0.000050 0.000049
29 0.000052 0.000047
30 0.000039 0.000046
31 0.000043 0.000045
32 0.000039 0.000044
33 0.000044 0.000043
34 0.000021 0.000042
35 0.000037 0.000041
36 0.000052 0.000040
37 0.000034 0.000039
38 0.000046 0.000039
39 0.000055 0.000038
40 0.000025 0.000038
41 0.000020 0.000037
42 0.000034 0.000037
43 0.000030 0.000036
44 0.000043 0.000036
45 0.000046 0.000036
46 0.000043 0.000036
47 0.000030 0.000035
48 0.000052 0.000035
49 0.000032 0.000035
50 0.000018 0.000018
