Alleles Observed-SFS Expected
0 0.990517 0.990517
1 0.003291 0.003235
2 0.001291 0.001409
3 0.000683 0.000785
4 0.000517 0.000505
5 0.000459 0.000355
6 0.000304 0.000267
7 0.000293 0.000211
8 0.000171 0.000174
9 0.000107 0.000148
10 0.000075 0.000129
11 0.000101 0.000115
12 0.000085 0.000105
13 0.000085 0.000096
14 0.000069 0.000089
15 0.000053 0.000084
16 0.000048 0.000079
17 0.000112 0.000075
18 0.000085 0.000071
19 0.000069 0.000068
20 0.000085 0.000066
21 0.000027 0.000063
22 0.000059 0.000061
23 0.000064 0.000059
24 0.000053 0.000057
25 0.000075 0.000056
26 0.000016 0.000054
27 0.000059 0.000053
28 0.000053 0.000052
29 0.000043 0.000051
30 0.000064 0.000050
31 0.000048 0.000049
32 0.000085 0.000048
33 0.000037 0.000047
34 0.000080 0.000047
35 0.000075 0.000046
36 0.000053 0.000045
37 0.000016 0.000045
38 0.000059 0.000044
39 0.000021 0.000044
40 0.000085 0.000044
41 0.000069 0.000043
42 0.000043 0.000043
43 0.000043 0.000043
44 0.000053 0.000042
45 0.000053 0.000042
46 0.000032 0.000042
47 0.000027 0.000042
48 0.000048 0.000042
49 0.000048 0.000042
50 0.000011 0.000021
