Alleles Observed-SFS Expected
0 0.987031 0.986905
1 0.004777 0.004783
2 0.002075 0.002168
3 0.001209 0.001264
4 0.000766 0.000834
5 0.000569 0.000590
6 0.000462 0.000438
7 0.000341 0.000337
8 0.000268 0.000266
9 0.000208 0.000216
10 0.000196 0.000178
11 0.000135 0.000150
12 0.000126 0.000129
13 0.000124 0.000112
14 0.000133 0.000099
15 0.000101 0.000088
16 0.000092 0.000080
17 0.000082 0.000073
18 0.000080 0.000067
19 0.000068 0.000062
20 0.000076 0.000058
21 0.000068 0.000055
22 0.000069 0.000052
23 0.000064 0.000049
24 0.000055 0.000047
25 0.000053 0.000045
26 0.000039 0.000044
27 0.000044 0.000042
28 0.000041 0.000041
29 0.000027 0.000040
30 0.000041 0.000039
31 0.000036 0.000038
32 0.000043 0.000037
33 0.000037 0.000036
34 0.000036 0.000036
35 0.000041 0.000035
36 0.000034 0.000034
37 0.000032 0.000034
38 0.000020 0.000033
39 0.000037 0.000033
40 0.000023 0.000033
41 0.000032 0.000032
42 0.000023 0.000032
43 0.000021 0.000032
44 0.000030 0.000032
45 0.000014 0.000031
46 0.000028 0.000031
47 0.000030 0.000031
48 0.000030 0.000031
49 0.000028 0.000031
50 0.000002 0.000016
