Alleles Observed-SFS Expected
0 0.994935 0.994942
1 0.002265 0.002167
2 0.000811 0.000836
3 0.000402 0.000454
4 0.000228 0.000290
5 0.000187 0.000202
6 0.000133 0.000148
7 0.000107 0.000114
8 0.000089 0.000090
9 0.000059 0.000072
10 0.000068 0.000060
11 0.000052 0.000050
12 0.000041 0.000043
13 0.000043 0.000037
14 0.000037 0.000033
15 0.000025 0.000029
16 0.000043 0.000026
17 0.000032 0.000023
18 0.000032 0.000021
19 0.000023 0.000020
20 0.000018 0.000018
21 0.000021 0.000017
22 0.000009 0.000016
23 0.000021 0.000015
24 0.000023 0.000014
25 0.000014 0.000014
26 0.000023 0.000013
27 0.000014 0.000013
28 0.000014 0.000012
29 0.000016 0.000012
30 0.000014 0.000011
31 0.000011 0.000011
32 0.000009 0.000011
33 0.000007 0.000011
34 0.000014 0.000010
35 0.000014 0.000010
36 0.000011 0.000010
37 0.000004 0.000010
38 0.000018 0.000010
39 0.000005 0.000010
40 0.000005 0.000009
41 0.000004 0.000009
42 0.000012 0.000009
43 0.000012 0.000009
44 0.000007 0.000009
45 0.000014 0.000009
46 0.000011 0.000009
47 0.000011 0.000009
48 0.000016 0.000009
49 0.000016 0.000009
50 0.000002 0.000004
