Alleles Observed-SFS Expected
0 0.985760 0.985760
1 0.003205 0.003215
2 0.001643 0.001648
3 0.000971 0.001016
4 0.000752 0.000723
5 0.000533 0.000560
6 0.000491 0.000459
7 0.000491 0.000391
8 0.000341 0.000342
9 0.000267 0.000305
10 0.000235 0.000277
11 0.000299 0.000254
12 0.000256 0.000235
13 0.000171 0.000219
14 0.000261 0.000206
15 0.000213 0.000194
16 0.000219 0.000184
17 0.000171 0.000175
18 0.000203 0.000168
19 0.000160 0.000161
20 0.000123 0.000155
21 0.000160 0.000149
22 0.000128 0.000144
23 0.000160 0.000140
24 0.000128 0.000136
25 0.000187 0.000132
26 0.000171 0.000129
27 0.000171 0.000126
28 0.000117 0.000123
29 0.000144 0.000120
30 0.000133 0.000118
31 0.000101 0.000116
32 0.000080 0.000114
33 0.000059 0.000112
34 0.000112 0.000110
35 0.000123 0.000109
36 0.000080 0.000107
37 0.000133 0.000106
38 0.000112 0.000105
39 0.000107 0.000104
40 0.000107 0.000103
41 0.000069 0.000102
42 0.000075 0.000102
43 0.000080 0.000101
44 0.000059 0.000100
45 0.000075 0.000100
46 0.000091 0.000100
47 0.000085 0.000099
48 0.000053 0.000099
49 0.000085 0.000099
50 0.000053 0.000049
