Alleles Observed-SFS Expected
0 0.988892 0.988990
1 0.002942 0.002780
2 0.001431 0.001463
3 0.000933 0.000938
4 0.000670 0.000677
5 0.000526 0.000524
6 0.000407 0.000423
7 0.000299 0.000352
8 0.000320 0.000299
9 0.000251 0.000259
10 0.000244 0.000228
11 0.000247 0.000203
12 0.000185 0.000182
13 0.000137 0.000165
14 0.000142 0.000150
15 0.000148 0.000138
16 0.000142 0.000127
17 0.000142 0.000118
18 0.000107 0.000110
19 0.000089 0.000103
20 0.000094 0.000097
21 0.000117 0.000091
22 0.000080 0.000086
23 0.000059 0.000082
24 0.000060 0.000078
25 0.000043 0.000074
26 0.000068 0.000071
27 0.000055 0.000068
28 0.000068 0.000065
29 0.000057 0.000063
30 0.000057 0.000060
31 0.000066 0.000058
32 0.000076 0.000057
33 0.000048 0.000055
34 0.000036 0.000053
35 0.000050 0.000052
36 0.000046 0.000051
37 0.000064 0.000050
38 0.000062 0.000049
39 0.000046 0.000048
40 0.000062 0.000047
41 0.000060 0.000046
42 0.000057 0.000046
43 0.000069 0.000045
44 0.000027 0.000045
45 0.000043 0.000044
46 0.000034 0.000044
47 0.000037 0.000044
48 0.000046 0.000043
49 0.000039 0.000043
50 0.000020 0.000022
