Alleles Observed-SFS Expected
0 0.985961 0.985931
1 0.004802 0.004816
2 0.002068 0.002160
3 0.001172 0.001169
4 0.000802 0.000762
5 0.000558 0.000554
6 0.000439 0.000431
7 0.000352 0.000350
8 0.000276 0.000293
9 0.000268 0.000251
10 0.000229 0.000218
11 0.000185 0.000193
12 0.000185 0.000173
13 0.000185 0.000156
14 0.000146 0.000143
15 0.000135 0.000131
16 0.000130 0.000121
17 0.000098 0.000113
18 0.000100 0.000105
19 0.000130 0.000099
20 0.000112 0.000093
21 0.000094 0.000089
22 0.000098 0.000084
23 0.000085 0.000080
24 0.000071 0.000077
25 0.000069 0.000074
26 0.000064 0.000071
27 0.000076 0.000068
28 0.000059 0.000066
29 0.000053 0.000064
30 0.000053 0.000062
31 0.000060 0.000060
32 0.000064 0.000059
33 0.000062 0.000057
34 0.000043 0.000056
35 0.000068 0.000055
36 0.000046 0.000054
37 0.000050 0.000053
38 0.000050 0.000052
39 0.000059 0.000051
40 0.000043 0.000050
41 0.000041 0.000050
42 0.000036 0.000049
43 0.000041 0.000049
44 0.000057 0.000048
45 0.000053 0.000048
46 0.000048 0.000048
47 0.000028 0.000048
48 0.000041 0.000047
49 0.000041 0.000047
50 0.000016 0.000024
