Alleles Observed-SFS Expected
0 0.982219 0.982219
1 0.003803 0.003798
2 0.001888 0.001914
3 0.001216 0.001196
4 0.000917 0.000874
5 0.000667 0.000696
6 0.000565 0.000582
7 0.000475 0.000503
8 0.000432 0.000445
9 0.000357 0.000400
10 0.000288 0.000364
11 0.000384 0.000334
12 0.000363 0.000310
13 0.000256 0.000289
14 0.000288 0.000272
15 0.000293 0.000257
16 0.000299 0.000243
17 0.000208 0.000232
18 0.000208 0.000222
19 0.000229 0.000213
20 0.000219 0.000204
21 0.000213 0.000197
22 0.000155 0.000191
23 0.000181 0.000185
24 0.000187 0.000179
25 0.000203 0.000174
26 0.000165 0.000170
27 0.000171 0.000166
28 0.000197 0.000162
29 0.000160 0.000159
30 0.000144 0.000156
31 0.000117 0.000153
32 0.000165 0.000150
33 0.000139 0.000148
34 0.000144 0.000146
35 0.000091 0.000144
36 0.000139 0.000142
37 0.000107 0.000140
38 0.000133 0.000139
39 0.000112 0.000138
40 0.000123 0.000136
41 0.000187 0.000135
42 0.000133 0.000134
43 0.000123 0.000133
44 0.000139 0.000133
45 0.000133 0.000132
46 0.000123 0.000132
47 0.000176 0.000131
48 0.000117 0.000131
49 0.000133 0.000131
50 0.000117 0.000065
