Alleles Observed-SFS Expected
0 0.994398 0.994479
1 0.002471 0.002217
2 0.000841 0.000930
3 0.000466 0.000511
4 0.000256 0.000325
5 0.000197 0.000225
6 0.000155 0.000165
7 0.000123 0.000126
8 0.000117 0.000099
9 0.000082 0.000080
10 0.000069 0.000067
11 0.000057 0.000056
12 0.000048 0.000049
13 0.000055 0.000042
14 0.000037 0.000038
15 0.000039 0.000034
16 0.000037 0.000031
17 0.000039 0.000028
18 0.000021 0.000026
19 0.000030 0.000024
20 0.000023 0.000023
21 0.000030 0.000021
22 0.000020 0.000020
23 0.000023 0.000019
24 0.000014 0.000018
25 0.000021 0.000018
26 0.000020 0.000017
27 0.000021 0.000016
28 0.000009 0.000016
29 0.000005 0.000015
30 0.000021 0.000015
31 0.000020 0.000015
32 0.000016 0.000014
33 0.000014 0.000014
34 0.000011 0.000014
35 0.000016 0.000013
36 0.000011 0.000013
37 0.000016 0.000013
38 0.000011 0.000013
39 0.000009 0.000013
40 0.000014 0.000013
41 0.000005 0.000012
42 0.000011 0.000012
43 0.000020 0.000012
44 0.000016 0.000012
45 0.000012 0.000012
46 0.000009 0.000012
47 0.000007 0.000012
48 0.000016 0.000012
49 0.000014 0.000012
50 0.000005 0.000006
