Alleles Observed-SFS Expected
0 0.992149 0.992149
1 0.002891 0.002740
2 0.001163 0.001235
3 0.000581 0.000712
4 0.000421 0.000467
5 0.000395 0.000330
6 0.000245 0.000246
7 0.000192 0.000191
8 0.000171 0.000153
9 0.000128 0.000126
10 0.000101 0.000107
11 0.000091 0.000092
12 0.000075 0.000081
13 0.000096 0.000072
14 0.000091 0.000065
15 0.000043 0.000060
16 0.000091 0.000056
17 0.000043 0.000052
18 0.000080 0.000049
19 0.000053 0.000046
20 0.000032 0.000044
21 0.000021 0.000042
22 0.000064 0.000041
23 0.000048 0.000039
24 0.000043 0.000038
25 0.000069 0.000037
26 0.000032 0.000036
27 0.000016 0.000035
28 0.000059 0.000034
29 0.000021 0.000033
30 0.000027 0.000033
31 0.000021 0.000032
32 0.000027 0.000031
33 0.000011 0.000031
34 0.000032 0.000030
35 0.000043 0.000030
36 0.000011 0.000030
37 0.000021 0.000029
38 0.000027 0.000029
39 0.000011 0.000029
40 0.000037 0.000028
41 0.000032 0.000028
42 0.000027 0.000028
43 0.000021 0.000028
44 0.000011 0.000028
45 0.000016 0.000028
46 0.000021 0.000027
47 0.000027 0.000027
48 0.000016 0.000027
49 0.000037 0.000027
50 0.000021 0.000014
