Alleles Observed-SFS Expected
0 0.987845 0.987845
1 0.002795 0.002819
2 0.001237 0.001285
3 0.000741 0.000788
4 0.000645 0.000578
5 0.000485 0.000463
6 0.000469 0.000389
7 0.000309 0.000336
8 0.000288 0.000297
9 0.000331 0.000267
10 0.000309 0.000243
11 0.000208 0.000224
12 0.000224 0.000207
13 0.000165 0.000194
14 0.000123 0.000182
15 0.000181 0.000172
16 0.000165 0.000163
17 0.000139 0.000155
18 0.000101 0.000148
19 0.000139 0.000142
20 0.000133 0.000137
21 0.000176 0.000132
22 0.000181 0.000128
23 0.000101 0.000124
24 0.000112 0.000120
25 0.000085 0.000117
26 0.000139 0.000114
27 0.000101 0.000111
28 0.000128 0.000109
29 0.000085 0.000106
30 0.000091 0.000104
31 0.000080 0.000102
32 0.000096 0.000101
33 0.000139 0.000099
34 0.000096 0.000098
35 0.000117 0.000096
36 0.000117 0.000095
37 0.000117 0.000094
38 0.000075 0.000093
39 0.000085 0.000092
40 0.000096 0.000091
41 0.000064 0.000090
42 0.000059 0.000090
43 0.000080 0.000089
44 0.000069 0.000089
45 0.000101 0.000088
46 0.000069 0.000088
47 0.000080 0.000088
48 0.000101 0.000088
49 0.000064 0.000088
50 0.000059 0.000044
