Alleles Observed-SFS Expected
0 0.987118 0.987165
1 0.004839 0.004632
2 0.001970 0.002094
3 0.001143 0.001224
4 0.000795 0.000811
5 0.000523 0.000577
6 0.000407 0.000431
7 0.000359 0.000333
8 0.000284 0.000265
9 0.000228 0.000216
10 0.000199 0.000179
11 0.000169 0.000151
12 0.000146 0.000130
13 0.000114 0.000113
14 0.000100 0.000100
15 0.000112 0.000090
16 0.000101 0.000081
17 0.000101 0.000074
18 0.000071 0.000068
19 0.000060 0.000063
20 0.000080 0.000059
21 0.000059 0.000056
22 0.000073 0.000053
23 0.000044 0.000051
24 0.000044 0.000048
25 0.000037 0.000047
26 0.000052 0.000045
27 0.000032 0.000043
28 0.000032 0.000042
29 0.000039 0.000041
30 0.000052 0.000040
31 0.000030 0.000039
32 0.000037 0.000038
33 0.000041 0.000038
34 0.000039 0.000037
35 0.000043 0.000036
36 0.000037 0.000036
37 0.000023 0.000035
38 0.000036 0.000035
39 0.000039 0.000035
40 0.000028 0.000034
41 0.000023 0.000034
42 0.000034 0.000034
43 0.000027 0.000033
44 0.000036 0.000033
45 0.000021 0.000033
46 0.000020 0.000033
47 0.000025 0.000033
48 0.000034 0.000033
49 0.000032 0.000033
50 0.000012 0.000016
