Alleles Observed-SFS Expected
0 0.994220 0.994283
1 0.002551 0.002357
2 0.000892 0.000973
3 0.000505 0.000528
4 0.000302 0.000332
5 0.000219 0.000227
6 0.000128 0.000164
7 0.000126 0.000124
8 0.000078 0.000097
9 0.000080 0.000078
10 0.000075 0.000065
11 0.000055 0.000055
12 0.000055 0.000047
13 0.000050 0.000041
14 0.000046 0.000037
15 0.000052 0.000033
16 0.000027 0.000030
17 0.000028 0.000028
18 0.000021 0.000025
19 0.000028 0.000024
20 0.000016 0.000022
21 0.000018 0.000021
22 0.000028 0.000020
23 0.000016 0.000019
24 0.000014 0.000018
25 0.000027 0.000018
26 0.000012 0.000017
27 0.000016 0.000016
28 0.000034 0.000016
29 0.000018 0.000016
30 0.000018 0.000015
31 0.000009 0.000015
32 0.000012 0.000014
33 0.000023 0.000014
34 0.000012 0.000014
35 0.000016 0.000014
36 0.000007 0.000013
37 0.000011 0.000013
38 0.000014 0.000013
39 0.000011 0.000013
40 0.000016 0.000013
41 0.000011 0.000013
42 0.000011 0.000012
43 0.000012 0.000012
44 0.000021 0.000012
45 0.000007 0.000012
46 0.000014 0.000012
47 0.000012 0.000012
48 0.000011 0.000012
49 0.000011 0.000012
50 0.000002 0.000006
