Alleles Observed-SFS Expected
0 0.981961 0.981995
1 0.004786 0.004701
2 0.002389 0.002460
3 0.001509 0.001519
4 0.001111 0.001079
5 0.000830 0.000830
6 0.000656 0.000671
7 0.000596 0.000559
8 0.000462 0.000477
9 0.000420 0.000414
10 0.000354 0.000365
11 0.000316 0.000325
12 0.000284 0.000292
13 0.000251 0.000265
14 0.000235 0.000241
15 0.000201 0.000222
16 0.000263 0.000204
17 0.000176 0.000190
18 0.000194 0.000177
19 0.000162 0.000165
20 0.000176 0.000155
21 0.000181 0.000146
22 0.000162 0.000138
23 0.000112 0.000131
24 0.000119 0.000125
25 0.000105 0.000119
26 0.000082 0.000114
27 0.000107 0.000109
28 0.000078 0.000105
29 0.000084 0.000101
30 0.000103 0.000097
31 0.000096 0.000094
32 0.000085 0.000091
33 0.000105 0.000088
34 0.000066 0.000086
35 0.000071 0.000084
36 0.000069 0.000082
37 0.000084 0.000080
38 0.000082 0.000078
39 0.000092 0.000077
40 0.000100 0.000075
41 0.000069 0.000074
42 0.000082 0.000073
43 0.000069 0.000072
44 0.000066 0.000072
45 0.000069 0.000071
46 0.000071 0.000070
47 0.000082 0.000070
48 0.000080 0.000070
49 0.000071 0.000070
50 0.000027 0.000035
