Alleles Observed-SFS Expected
0 0.990181 0.990181
1 0.002677 0.002705
2 0.001131 0.001148
3 0.000640 0.000652
4 0.000501 0.000450
5 0.000384 0.000348
6 0.000299 0.000286
7 0.000283 0.000246
8 0.000229 0.000216
9 0.000229 0.000194
10 0.000155 0.000176
11 0.000245 0.000162
12 0.000144 0.000150
13 0.000176 0.000140
14 0.000155 0.000132
15 0.000160 0.000124
16 0.000091 0.000118
17 0.000080 0.000112
18 0.000107 0.000107
19 0.000128 0.000103
20 0.000059 0.000099
21 0.000085 0.000096
22 0.000096 0.000092
23 0.000069 0.000090
24 0.000043 0.000087
25 0.000069 0.000085
26 0.000080 0.000082
27 0.000096 0.000080
28 0.000064 0.000079
29 0.000064 0.000077
30 0.000101 0.000076
31 0.000053 0.000074
32 0.000053 0.000073
33 0.000064 0.000072
34 0.000101 0.000071
35 0.000069 0.000070
36 0.000091 0.000069
37 0.000069 0.000068
38 0.000059 0.000067
39 0.000069 0.000067
40 0.000069 0.000066
41 0.000059 0.000066
42 0.000037 0.000065
43 0.000048 0.000065
44 0.000037 0.000064
45 0.000048 0.000064
46 0.000069 0.000064
47 0.000043 0.000064
48 0.000032 0.000064
49 0.000064 0.000063
50 0.000043 0.000032
