Alleles Observed-SFS Expected
0 0.985772 0.985722
1 0.004999 0.005086
2 0.002181 0.002207
3 0.001147 0.001180
4 0.000898 0.000765
5 0.000517 0.000555
6 0.000412 0.000430
7 0.000354 0.000348
8 0.000304 0.000290
9 0.000224 0.000248
10 0.000215 0.000215
11 0.000217 0.000190
12 0.000172 0.000170
13 0.000162 0.000153
14 0.000149 0.000139
15 0.000130 0.000128
16 0.000112 0.000118
17 0.000126 0.000110
18 0.000107 0.000102
19 0.000116 0.000096
20 0.000084 0.000090
21 0.000107 0.000085
22 0.000053 0.000081
23 0.000080 0.000077
24 0.000053 0.000074
25 0.000071 0.000071
26 0.000073 0.000068
27 0.000082 0.000065
28 0.000062 0.000063
29 0.000055 0.000061
30 0.000052 0.000059
31 0.000050 0.000057
32 0.000050 0.000056
33 0.000046 0.000055
34 0.000055 0.000053
35 0.000053 0.000052
36 0.000053 0.000051
37 0.000055 0.000050
38 0.000041 0.000049
39 0.000053 0.000048
40 0.000039 0.000048
41 0.000044 0.000047
42 0.000048 0.000047
43 0.000041 0.000046
44 0.000053 0.000046
45 0.000043 0.000046
46 0.000057 0.000045
47 0.000043 0.000045
48 0.000039 0.000045
49 0.000036 0.000045
50 0.000014 0.000022
