Alleles Observed-SFS Expected
0 0.985687 0.985582
1 0.005179 0.005315
2 0.002082 0.002223
3 0.001228 0.001175
4 0.000786 0.000759
5 0.000578 0.000550
6 0.000491 0.000426
7 0.000373 0.000344
8 0.000315 0.000287
9 0.000260 0.000245
10 0.000219 0.000212
11 0.000199 0.000187
12 0.000149 0.000167
13 0.000137 0.000151
14 0.000160 0.000137
15 0.000124 0.000125
16 0.000107 0.000116
17 0.000107 0.000107
18 0.000094 0.000100
19 0.000094 0.000094
20 0.000060 0.000088
21 0.000089 0.000083
22 0.000069 0.000079
23 0.000107 0.000075
24 0.000046 0.000072
25 0.000075 0.000069
26 0.000059 0.000066
27 0.000068 0.000064
28 0.000062 0.000061
29 0.000055 0.000059
30 0.000066 0.000057
31 0.000050 0.000056
32 0.000044 0.000054
33 0.000044 0.000053
34 0.000039 0.000052
35 0.000059 0.000050
36 0.000055 0.000049
37 0.000048 0.000049
38 0.000039 0.000048
39 0.000059 0.000047
40 0.000041 0.000046
41 0.000034 0.000046
42 0.000044 0.000045
43 0.000037 0.000045
44 0.000037 0.000044
45 0.000039 0.000044
46 0.000050 0.000044
47 0.000048 0.000044
48 0.000048 0.000043
49 0.000034 0.000043
50 0.000027 0.000022
